id	title	abstract
82912421	Ontology-driven geographical information retrieval	None
82912460	Developmental Psychology in Action	Developmental Psychology in Action looks at how psychologists contribute to the development and well-being of children in practical ways. The role of psychologists and psychological theory is considered with respect to specific topics which focus on child development in the context of social, educational and clinical issues. The chapters are authored by active researchers and practitioners in each field. Each chapter provides an introduction to the topic under discussion and aims to stimulate reflection and evaluation
552802632	[Book Review] Natura Urbana: Ecological Constellations in Urban Space by Matthew Gandy. Cambridge, MA: The MIT Press, 2022	None
82977031	Estimating daytime ecosystem respiration from eddy-flux data	To understand what governs the patterns of net ecosystem exchange of CO2, an understanding of factors influencing the component fluxes, ecosystem respiration and gross primary production is needed. In the present paper, we introduce an alternative method for estimating daytime ecosystem respiration based on whole ecosystem fluxes from a linear regression of photosynthetic photon flux density data vs. daytime net ecosystem exchange data at forest ecosystem level. This method is based on the principles of the Kok-method applied at leaf level for estimating daytime respiration. We demonstrate the method with field data and provide a discussion of the limitations of the method
82912440	Communication, relationships and care: A Reader	Communication and relationships have become an increasing focus of attention in debates about the future of health and social care. People working in care services are being encouraged to improve communication processes, to develop more participatory relationships with service users, and to work more closely in partnership with other professionals. This Reader provides a comprehensive collection of literature that aims to enable those involved in care services, as workers, carers or service users, to reflect on their everyday interactions and to situate them in wider contexts. Including new material from the frontline of research and practice, as well as some classic readings, this wide-ranging volume emphasises the need to see interpersonal communication as embedded in relationships, and to take account of issues of power and diversity, as well as the emotional dimension of care work. Covering both health and social care, the Reader is divided into four sections, focusing on:* concepts and contexts* analysing aspects of communication* the person in the process* communication and relationships in organisations
552627938	Chiral DMAP derivatives utilising cation-pi interactions as asymmetric nucleophilic catalysts	None
578153282	[Book Review] Marxism, Religion, and Emancipatory Politics, edited by Graeme Kirkpatrick, Peter Mcmylor and Simin Fadaee	None
82984273	Risk and uncertainty in hydrometeorological hazards	None
327071032	Simulating the phase II metabolism of raloxifene on a screen-printed electrode	Raloxifene (RLX) is a selective estrogen receptor modulator widely used for the treatment of osteoporosis in post-menopause women. Toxicological in vitro studies suggested the reactivity of RLX through phase I metabolism. Herein, we describe a simple and inexpensive method for monitoring the reactive metabolism and detoxification of RLX by electrochemistry (EC) and mass spectrometry (MS). The phase I metabolite was synthesized electrochemically on a screen-printed electrode (SPE) and subsequently reacted with glutathione (GSH). The resulted GSH-adducts and GSH disulfides were characterized off-line by electrospray ionization (ESI)-MS
490818778	Smooth Operator: The Life and Times of Cyril Lakin, Editor, Broadcaster and Politician	From a humble background in Barry, where his father was a butcher and local politician in the formative years of the new town, Cyril Lakin studied at Oxford, survived the First World War, and went on to become a Fleet Street editor, radio presenter and war-time member of parliament. As literary editor of both the Daily Telegraph and the Sunday Times, Lakin was at the centre of a vibrant and radical generation of writers, poets and critics, many of whom he recruited as reviewers. He gained a parliamentary seat and served in the National Government during World War II.The different worlds he inhabited, from Wales to Westminster, and across class, profession and party, were facilitated by his relaxed disposition, convivial company, and ability to cultivate influential contacts. An effective talent-spotter and catalyst for new projects, he preferred pragmatism over ideology and non-partisanship in politics: a moderate Conservative for modern times
82977473	‘I’m pregnant … what am I going to do?’ An examination of value judgements and moral frameworks in teenage pregnancy decision making	Policy discussion of teenage sexual behaviour has been strongly influenced by a political agenda that characterises teenage pregnancy as a potential ‘risk’ of sexual activity. This presumed risk framework, however, depends upon an assumption of shared value judgements about the social undesirability of teenage parenthood, and the moral undesirability of teenage abortion. Drawing on three qualitative research projects undertaken in England between 2003 and 2009, this article looks at the complex processes of individual pregnancy decision making, in a context of competing values and moralities. It provides insights into, and understandings of, underlying tensions in the processes through which different degrees of personal autonomy may be experienced, and suggests that when autonomous decision making is compromised, often due to tensions in competing value systems, young women may experience ambivalence or regret about the decision they have made
82974639	Understanding segregation from the nineteenth to the twentieth century: redrawing boundaries and the problem of 'pollution'	[About the book]Drawing on new evidence, this book explores the history of learning disabilities through the voices of self advocates and leading researchers in the field. Topics include the history of learning disability nursing, the use of life stories in research, and the changing roles of voluntary organisation
82974551	Disparate lives or disparate deaths? Post-mortem treatment of the body and the articulation of difference	None
82908976	The post-yield behaviour of an internally pressurised cylinder having a pad attachment	A study of pressurised cylinders having attached pads was made. The possibility of a fatigue crack developing along one side of the pad was noted. For both defect-free components and components having axial crack-like defects, finite element and limited experimental studies of the local and global deformations were made and results were found to be in close agreement. Both welded and integrally machined pads were studied. It was observed that for defect-free components, the method of pad attachment has little effect on the burst pressure. The presence of a pad was found to increase the burst pressure of cracked components by a small but significant margin. A finite element-based parametric study of pipes with part-penetrating defects and a range of pad geometries has demonstrated that pad size has little influence on the limit load for any of the cracked cases considered. However, pipes with penetrating defects were strengthened by the presence of pads, particularly for thin-walled sections
599347086	A Case Study of the experiences of ethnic diversity in leadership in an Outdoor Education Centre	This small-scale exploratory case study in an Outdoor Centre investigates the experiences of people of colour in leadership in outdoor education. Eliciting voices with a qualitative methodology using one-to-one interviews and focus group discussion the study develops two research questions. These discover issues related to people of colour in leadership and how best opportunities to leadership are developed. Using inductive thematic analysis patterns emerged as thematic maps with six important themes; lack of diversity, self-limiting behaviours, access to environment, good role models, access to workplace and awareness. The conclusion creates understandings that shared responsibility is needed for future actions
599347122	Reflections on global educational technology.	None
82911378	Towards continuous 4D microgravity monitoring of volcanoes	Four-dimensional or time-lapse microgravity monitoring has been used effectively on volcanoes for decades to characterize the changes in subsurface volcanic systems. With measurements typically lasting from a few days to weeks and then repeated a year later, the spatial resolution of theses studies is often at the expense of temporal resolution and vice versa. Continuous gravity studies with one to two instruments operating for a short period of time (weeks to months) have shown enticing evidence of very rapid changes in the volcanic plumbing system (minutes to hours) and in one case precursory signals leading to eruptive activity were detected. The need for true multi-instrument networks is clear if we are to have both the temporal and spatial reso-lution needed for effective volcano monitoring. However, the high cost of these instruments is currently limiting the implementation of continuous microgravity networks. An interim approach to consider is the development of a collaborative network of researchers able to bring multiple instruments together at key volcanoes to investigate multitemporal physical changes in a few type volcanoes. However, to truly move forward, it is imperative that new low-cost instruments are developed to increase the number of instruments available at a single site. Only in this way can both the temporal and spatial integrity of monitoring be maintained. Integration of these instruments into a multiparameter network of continuously recording sensors is essential for effective volcano monitoring and hazard mitigation
82911405	Laboratory experiments on the weathering of iron meteorites and carbonaceous chondrites by iron-oxidizing bacteria	Batch culture experiments were performed to investigate the weathering of meteoritic material by iron-oxidizing bacteria. The aerobic, acidophilic iron oxidizer (A. ferrooxidans) was capable of oxidizing iron from both carbonaceous chondrites (Murchison and Cold Bokkeveld) andiron meteorites (York and Casas Grandes). Preliminary iron isotope results clearly show contrasted iron pathways during oxidation with and without bacteria suggesting that a biological role in meteorite weathering could be distinguished isotopically. Anaerobic iron-oxidizers growing under pH-neutral conditions oxidized iron from iron meteorites. These results show that rapid biologically mediated alteration of extraterrestrial materials can occur in both aerobic and anaerobic environments. These results also demonstrate that iron can act as a source of energy formicroorganisms from both iron and carbonaceous chondrites in aerobic and anaerobic conditions with implications for life on the early Earth and the possible use of microorganisms to extract minerals from asteroidal material
82976968	Two Kenyan sansevierias of Peter Bally	Peter Bally was a Swiss-born botanist who worked in Nairobi for a significant period of his life till his death in 1980. He named and described many East African succulents and is commemorated in the names of many, for example the stapeliad genus Ballyanthus (Apocynaceae). Amongst his numerous discoveries are two of the most desirable sansevierias for pot cultivation: S. pinguicula and S. ballyi
599347146	Examining the Challenges Faced by International Women with Preschool Children Studying for a Postgraduate Built Environment Degree in the UK	This article examines the academic experiences of five mid-career female international students who were parents of preschool children. These women were studying on a 1-year Built Environment master’s degree in the United Kingdom. We applied Tinto’s “sense of belonging” as a theoretical framework to interview women who were studying full time while caring for a preschool-age child or children. Results revealed stresses arising from balancing the academic demands of a 1-year full-time degree with childcare, compounded by a lack of appropriate support from the university. Although universities in general were viewed as offering a welcoming environment, this group of students often felt disappointed with their experience overall. Strategies for addressing identified barriers are proposed that contribute to widening existing university policies to address the specific needs of full-time international student parents
82911412	Momos advises Zeus: changing representations of ‘Cypria’ fragment 1	This paper investigates the importance of context for assessing fragment one of the ‘Cypria’, one of the poems belonging to an ‘Epic Cycle’ that – along with the Iliad and Odyssey – told the story of the war at Troy. With the exception of the Homeric epics, these poems come down to us in pieces, in the form of mutilated quotations, assorted testimonia and a later summary by Proclus, all of which, by offering brief glimpses of a wider epic world, tend to be mined for glossing the Homeric poems or else for reconstructing the ‘original’ lost narratives. This paper rejects the pursuit of an archetype in favour of tracing the changing representations of the ‘Cypria’ fragment one and exploring the impact of reception on its interpretation. It makes three claims: first, that, from what we can tell from fragment one itself, the ‘Cypria’ potentially belonged to a wider epic world that shared common terminology, themes and strategies with the Homeric poems; second, that the second-century AD summary of Proclus, by means of which the plot of the ‘Cypria’ has come down to us, critically recasts it in relation to, and at the service of, reading Homer; third, that the ‘D-scholion’ to the Iliad, which is our actual source for fragment one of the ‘Cypria’, already betrays the gravitational pull of the Homeric poems, around which the rest of the epic cycle comes to revolve
82976821	Attitudes to ICTs and approaches to studying in higher education	This article reviews the literature on the relationship between students’ attitudes to ICTs and the approaches to studying that they adopt on their programmes of study in higher education. There is a consistent finding that students who have more positive attitudes to ICTs are more likely to adopt desirable approaches to studying. This is true of younger and older students, and it is true both in face-to-face education and in distance education. The implication is that in both kinds of setting and whatever their age today’s students regard the use of ICTs as an integral part of their experience of higher education
82977047	Nietzsche’s critique of staticism: introduction to Nietzsche on Time and History	Why are we still intrigued by Nietzsche? This chapter argues that sustained interest stems from Nietzsche’s challenge to what we might call the ‘staticism’ inherent in our ordinary experience. Staticism can be defined, roughly speaking, as the view that the world is a collection of enduring, re-identifiable objects that change only very gradually and according to determinate laws. The chapter discusses Nietzsche’s rejection of the remnants of staticism in Hegel and Schopenhauer (1). It outlines why Nietzsche deems belief in any variant of the staticist picture as problematic (2); and examines Nietzsche’s adualistic-dialetheic stance towards, for example, first-person and third-person descriptions in the philosophy of mind (3). The chapter closes with a discussion of the contributions of "Nietzsche on Time and History"
483702895	Exploring online gaming use by young people in a paediatric setting: An ethnographic approach	None
82911625	Science, knowledge, values and forest policy	None
524782089	Online Science Education at Scale: Open and Distance Learning, MOOCS, and Other Learning Assets for Theory and Practice	In this chapter we examine what is meant by online distance learning. We consider briefly the history and refinement of the early correspondence course model, and outline the modern principles of learning design that ensure an enjoyable deep learning experience for students. We also consider the breadth of the distance learning audience and look at some of the barriers to learning that they may experience. The well-intentioned aspirations of truly open education, accessible to all, currently remain unfulfilled, but a good deal of progress has been made in that area. A range of learning offerings exist, from 30 and 60 CAT point long courses   (up to 1/2 of a year of full time study) through to short learning assets that can be studied in a few hours. We note the situations in which MOOCs (Massive Open Online Courses), SPOCs (Small Private Online Courses), BOCs (Badged Open Courses) and practical assets can supplement or replace traditional face-to-face teaching methods. We use a case study to illustrate the mechanics of producing a successful MOOC. We also describe the issues around teaching practical science online, and offer some examples of how this approach can not only be pedagogically successful but can also deliver a learning experience that students enjoy. In particular we point out the need for attention to detail during production, good quality assurance processes to ensure maximum accessibility, and the value of ongoing engagement with, and support of learners. These features enable the production and delivery of effective, deep and enjoyable learning
82911414	The main-sequence rotation-colour relation in the Coma Berenices open cluster	We present the results of a photometric survey of rotation rates in the Coma Berenices (Melotte 111) open cluster, using data obtained as part of the SuperWASP exoplanetary transit-search programme. The goal of the Coma survey was to measure precise rotation periods for main-sequence F, G and K dwarfs in this intermediate-age (∼600 Myr) cluster, and to determine the extent to which magnetic braking has caused the stellar spin periods to converge. We find a tight, almost linear relationship between rotation period and  J−K  colour with an rms scatter of only 2 per cent. The relation is similar to that seen among F, G and K stars in the Hyades. Such strong convergence can only be explained if angular momentum is not at present being transferred from a reservoir in the deep stellar interiors to the surface layers. We conclude that the coupling time-scale for angular momentum transport from a rapidly spinning radiative core to the outer convective zone must be substantially shorter than the cluster age, and that from the age of Coma onwards stars rotate effectively as solid bodies. The existence of a tight relationship between stellar mass and rotation period at a given age supports the use of stellar rotation period as an age indicator in F, G and K stars of Hyades age and older. We demonstrate that individual stellar ages can be determined within the Coma population with an internal precision of the order of 9 per cent (rms), using a standard magnetic braking law in which rotation period increases with the square root of stellar age. We find that a slight modification to the magnetic-braking power law,  P∝t0.56 , yields rotational and asteroseismological ages in good agreement for the Sun and other stars of solar age for which p-mode studies and photometric rotation periods have been publishe
524782132	Obstacles to Economic Reform in the GCC	None
82977058	An overview of learning analytics	Learning analytics, the analysis and representation of data about learners in order to improve learning, is a new lens through which teachers can understand education. It is rooted in the dramatic increase in the quantity of data about learners and linked to management approaches that focus on quantitative metrics, which are sometimes antithetical to an educational sense of teaching. However, learning analytics offers new routes for teachers to understand their students and, hence, to make effective use of their limited resources. This paper explores these issues and describes a series of examples of learning analytics to illustrate the potential. It argues that teachers can and should engage with learning analytics as a way of influencing the metrics agenda towards richer conceptions of learning and to improve their teaching
82977481	Developments of the off-plane x-ray grating spectrometer for IXO	The International X-ray Observatory (IXO) is a collaborative effort between NASA, ESA, and JAXA. The IXO science goals are heavily based on obtaining high quality X-ray spectra. In order to achieve this goal the science payload will incorporate an array of gratings for high resolution, high throughput spectroscopy at the lowest X-ray energies, 0.3 – 1.0 keV. The spectrometer will address a number of important astrophysical goals such as studying the dynamics of clusters of galaxies, determining how elements are created in the explosions of massive stars, and revealing most of the “normal” matter in the universe which is currently thought to be hidden in hot filaments of gas stretching between galaxies. We present here a mature design concept for an Off-Plane X-ray Grating Spectrometer (OP-XGS). This XGS concept has seen recent significant advancements in optical and mechanical design. We present here an analysis of how the baseline P-XGS design fulfills the IXO science requirements for the XGS and the optical and mechanical details of this design
524782115	Foreword [Diversity Matters Special]	None
82911944	Do demographics have an impact on country of origin effects?	The article discusses the potential impact of consumers' age, socioeconomic group, and sex on the magnitude of country of origin effects for lager and sparkling wine and presents the results of an empirical study into the subject. It is found that older consumers show stronger country of origin effects, which may be due to a generally stronger reliance of older people on broader mental categories, in order to compensate for a decrease in working memory. Socio-economic groups AB are found to show stronger country of origin effects for sparkling wine, whereas socio-economic groups C7C2 show stronger country oforigin effects for lager. This may be related to relative differences in consumption patterns and expertise for the studied products between the two groups. Sex is not found to have any impact on the magnitude of country of origin effects in this study
82977441	Combined use of SEVIRI and MODIS for detecting, measuring, and monitoring active lava flows at erupting volcanoes	Multispectral data acquired by Spinning Enhanced Visible and InfraRed Imager (SEVIRI) onboard the geostationary platform Meteosat Second Generation (MSG2), located at 0◦ longitude, were analyzed to assess the payload suitability for quantitative volcano monitoring. In times of good infrared transparency of the troposphere, SEVIRI data proved particularly suited to detect the onset of effusive eruptions and tomonitor the related lava flows with 15-min refresh rates. After development of a code allowing for fast automated processing of the 96 data streams downlinked daily by MSG2, thorough monitoring tests were carried out on the 2007 eruptions of Stromboli (Aeolian Islands, Italy) and Piton de la Fournaise (Reunion Island, France). The results in radiant flux and effusion rate provided by use of thermal, mid-, and short infrared bands of SEVIRI were validated by exploiting simultaneous MODIS overpasses by Terra and Aqua, up to four times daily
578729203	Sterculia MALVACEAE	A diagnostic description of the genus is given with special emphasis on the occurrence of succulence amongst its species. The geographical distribution is outlined, together with a selection of important literature, and an explanation of the etymology of the name. This is followed by a short summary of its position in the phylogeny of the family and of the past and present classification in a phylogenetic context. The succulent features present amongst the species of the genus are shortly explained as to morphology and anatomy.This is followed by a synoptical treatment of the succulent species of the genus, complete with typification details, full synonymy, geographical and ecological data, a diagnostic description, and, where applicable, notes on phylogenetic placement and relationships, as well as economic and/or horticultural importance
82976812	National support for design, the development of propositional models	Many governments around the world acknowledge the role and value of design and have formulated design policies that include national business support programs in design, and that invest in building the capacity of their design sectors. These policies, however, heavily depend on national political and economic contingencies, and thus are subject to change and revision with the advent of each new administration. The alternative-leaning more heavily on nongovernmental organizations and regional design bodies-has its benefits but would also be subject to economic and political turns of fate. This paper reports on an investigation of national design policies in the UK and South Korea and explores some alternative models for developing and implementing these policies. The authors, who hail from Brunel, Loughborough, and Lancaster universities, presented the models to roughly a dozen participants from the design communities in several nations. They found that although no single model was chosen by a majority of respondents, most felt that there had to be some government involvement and endorsement of the policy for it to achieve any success
327071043	A qualitative examination of affect and ideology within mass media interventions to increase HIV testing with gay men garnered from a systematic review	Objectives: Increasing appropriate HIV testing among men who have sex with men (MSM) is crucial to HIV prevention.  Mass media interventions are effective in promoting testing, but to date there has been little examination of their active content.Design: We conducted a qualitative analysis of intervention materials (n=69) derived from a systematic review of mass media interventions designed to improve testing with MSM.Methods: Visual data were analysed for their affective and ideological content using a novel method drawing on concepts from semiotics (i.e., broadly speaking, the analysis of signs).Results: Whilst affect was not explicitly theorized or examined in any of the studies, there are clearly identifiable affective elements implicitly at play in these interventions. Four thematic categories of affect/ideology were identified including: (1) sexual desire and the ‘pornographication’ of the gay/bisexual male subject; (2) narratives of romance and love; (3) fear, threat and regret; (4) ‘flattened’ affect.Conclusions: This is the first study to examine and detail the affective and ideological aspects of intervention content in this field. Using analytic techniques such as those reported here, in addition to approaches that focus on the manner in which intervention content address more proximal determinants of behaviour, can provide a rich and potentially more useful evidence-base to assist with future interventions
578729212	Return Distribution in Private Equity	None
552965643	The work that plants do: Life, labour and the future of vegetal economies	Whether driven by developments in plant science, bio-philosophy, or broader societal dynamics, plants have to respond to a litany of environmental, social, and economic challenges. This collection explores thework'that plants do in contemporary capitalism, examining how vegetal life is enrolled in processes of value creation, social reproduction, and capital accumulation. Bringing together insights from geography, anthropology, and the environmental humanities, the contributors contend that attention to the diverse capacities and agencies of plants can both enrich understandings of capitalist economies, and also catalyze new forms of resistance to their logics
158977704	‘Du concept à l’institution: Les spécifités du mot “police” en langue anglaise’	The word ‘police’ has its origins in the languages of Classical Greece and Rome. Through to the Enlightenment it had a broad conceptual meaning relating to the general well-being of a city or wider territory.  The early historians of the English institution known as the police seem to have had little or no awareness of this early usage.  Most of them assumed that eighteenth-century England was suffering from a serious rise in crime and disorder and that the creation of the Metropolitan Police in 1829 constituted a solution to the increasing problems.Maintaining throughout comparisons and contrasts with continental Europe, this essay explores the responsibility for the maintenance of order and the enforcement of law in England from the late medieval period to the development of the police institution.  Drawing on recent research it addresses English attitudes to civic duty in the realms of policing, English perceptions of events regarding police developments in Europe and pre-police organisations before 1829
603403064	Attitude and readiness of utilizing virtual reality simulations in interprofessional education to facilitate prompt and safe hospital discharges in England	It can be challenging in England to provide interprofessional education (IPE) in hospitals due to practitioners’ availability, high workload, difficulty to backfill, and training costs. Furthermore, most of the IPE training is facilitated by a didactic teaching strategy in a classroom which fails to engage practitioners to understand each other roles and responsibilities, work procedures, policies, issues related to resources, and their pressure points. Technological innovation, in particular virtual reality has opened up a door to overcome these challenges by enabling practitioners to access IPE virtually, and it provides an immersive experience to them. It is not clear whether health and social care practitioners in England would accept and be ready to embrace this type of technology. Hence, this research study aims to understand attitudes and readiness to access virtual reality simulations (VRS) as a teaching modality and pedagogical tool. Health and social care practitioners (n = 22) attended two focus groups after engaging in a VRS and agreed that it could give them valuable learning experiences where they would be able to learn and practice soft skills in a safe environment to discharge people promptly and safely
524782043	Invited research workshops	None
603403043	Editorial introduction: Racialised migrants navigating the UK's hostile environment policies	This article presents personal stories from a participatory biographical arts-based study with a specific category of racialised migrants: individuals seeking asylum, in the North East of England. Responding to the important questions posed by this special issue, the article explores individual experiences of navigating the UK's hostile environment with a focus on the threefold punitive ‘threat’ of dispersal, detention, and destitution (Bloch and Schuster, 2005). Adopting an intersectional lens, the discussion highlights the impact of such policies and their compound effect of creating (un)safe and exclusionary everyday spaces, while also outlining the potential for resistance as illustrated by participants’ actions and their creative (re)actions as part of the study's arts-based approach
82958411	Developing EAP courses for distance delivery in the global context	New Open University (OU) EAP courses are geared towards enabling students with language needs to achieve in the academic environment. According to research carried out in the OU (O’Shea-Poon et al, 2009), there is ‘a strong relationship between English language competency and academic attainment’. In addition ‘continued inward migration, international expansion and an increased focus on widening participation are likely to widen the ethnicity attainment gap.’ (p. 2)The objective of these courses is to help students appropriate the written and oral language for their own purposes, whether study related or outside of the study context.The courses offer students access to resources in the form of reading, audio/visual and speaking materials online, with which to interact individually or collectively. Establishing online relationships is seen as key to enabling students to communicate comfortably across geographic boundaries. Communication takes place via Tutor Group Forums, Elluminate (web conferencing programme), email or Skype and is an essential part of the courses. The distance dimension enables the creation of online communities, and the courses prioritise tasks which give students the opportunity to work collectively through group activities, for both formative and summative purposes. This talk will discuss how the courses have been designed to achieve these aims and to what extent they have succeeded, giving examples of materials and activities from three courses, two undergraduate and one postgraduate. It will include links to the course websites and offer innovative and exciting ideas for online English learning in the academic context
603403058	Allanite U–Pb dating places new constraints on the high‐pressure to high‐temperature evolution of the deep Himalayan crust	During continental collision, crustal rocks are buried, deformed, transformed and exhumed. The rates, timescales and tectonic implications of these processes are constrained through the sequence and conditions of metamorphic reactions in major and accessory phases. Petrographic, isotopic and elemental data from metabasite samples in NW Bhutan, eastern Himalaya, suggest initial equilibration under high‐pressure (plagioclase‐absent and rutile‐present) conditions, followed by decompression to lower pressure conditions at high‐temperatures that stabilized plagioclase, orthopyroxene and ilmenite. Field observations and chemical indicators suggest equilibration under the lower pressure conditions is likely linked to the infiltration of melt from the host metasedimentary rocks. The metabasites preserve two metamorphic growth stages of chemically‐and petrographically distinct allanite that temporally overlap two stages of zircon growth. Allanite cores and zircon mantles grew at c. 19 ± 2 and 17–15.5 Ma respectively, linked texturally and chemically to the high‐pressure evolution. Symplectitic rims on embayed allanite cores, wholly symplectized Aln–Ilm and Aln–Cpx grains, and high U zircon rims grew at c. 15.5–14.5 Ma, linked chemically to the presence of melt and lower pressure, high‐temperature conditions. A single garnet Lu–Hf date is interpreted as geologically meaningless, with the bulk rock composition modified by melt infiltration after garnet formation. The open system evolution of these rocks precludes precise determination of the reactive bulk composition during metamorphic evolution and thus absolute conditions, especially during the early high‐pressure evolution. Despite these limitations, we show that combined geochemical and petrographic datasets are still able to provide insights into the rates and timescales of deep orogenic processes. The data suggest a younger and shallower evolution for the NW Bhutan metabasites compared to similar rocks in the central and eastern Himalayas
603403050	Circulating H3K27me3 modified nucleosomes as a biomarker to monitor anti EZH2-based treatment in advanced solid tumour patients: Translational analyses from CAIRE trial	CAIRE is a phase 2 umbrella study which assessed activity of combined anti-EZH2 tazemetostat and anti-PDL1 durvalumab (T+D) in advanced pretreated pancreatic, colorectal and sarcoma cancer patients. The are currently no plasma biomarkers for anti-EZH2 treatment monitoring or outcome. EZH2 catalyzes tri-methylation of Lysine 27 (K27me3) on nucleosomal histone 3 (H3, H3K27me3). Circulating, cell free H3K27me3 modified nucleosomes are thus a potential biomarker for tazemetostat activity. We evaluated the concentration of circulating H3K27me3 modified nucleosomes normalized to H3.1 nucleosomes (the most common isoform of H3) in T+D treated patients, irrespective of the tumor primary site, to determine target engagement during anti-EZH2 treatment. Plasma from patients receiving T+D was collected before the first cycle administration (C1D1), on the following two cycles administration (C2D1, C3D1) and at end of treatment (EOT). H3.1 and H3K27me3 containing nucleosomes were quantified by Nu.Q®-H3.1 and Nu.Q®-H3K27me3 Chemiluminescent Immunoassays. Concentrations are reported as ng/ml and the comparison of their median values at the different timepoints were tested with Kruskal-Wallis and Mann Whitney (independent samples) or Wilcoxon tests (paired samples), with SciPy.stat package (1.6.2). Bonferroni correction was applied to multiple comparisons. Of 197 total samples, 191 were evaluable for both biomarkers (6 higher than top standard after 5x dilution): 69 at C1D1, 63 at C2D1, 50 at C3D1 and 9 at EOT. For 58 patients paired C1D1 and C1D2 levels were available, 46 from C1D1 to C3D1 and 8 from C1D1 to EOT. The normalized Nu.Q®-H3K27me3 C1D1 median value (0.56) was significantly higher than C2D1 (0.31, p: e-12), C3D1 (0.31, p: e-12) and EOT ones (0.28, p: 0.001). Conversely, Nu.Q®-H3.1 levels were similar from C1D1 to C3D1 (range of the medians: 122.16-133.25 ng/ml) and increased at EOT (290.09 ng/ml), but with no significant difference between pairwise timepoints. Regarding paired-samples comparison, the normalized Nu.Q®-H3K27me3 was significantly higher at C1D1 than at C2D1 (p: e-8) and C3D1 (p: e-9) and at EOT (p: 0.02). Conversely, H3.1 concentration was significantly higher at EOT than at C1D1 (p: 0.02), at C2D1 (p: 0.02) and C3D1 (p: 0.05).In conclusion, we described for the first time that normalized circulating nucleosomal H3K27me3 values significantly decrease during T-based treatment in metastatic solid tumor patients, irrespective of the primary disease site, supporting its potential role as a pharmacodynamic biomarker for EZH2 inhibition. Moreover, total nucleosomal H3.1 seems to represent a surrogate of disease burden in metastatic pancreatic, colorectal and sarcoma cancers, as suggested previously in other hematological malignancies
82983283	Brands at Work: The Search for Meaning in Mundane Work	Brand scholarship traditionally resides within the marketing literature and focuses on organizations’ external relationships with customers. However, increasing critical attention in organization studies has focused on the brand in order to understand its impact on the internal dynamics of employment relations in contemporary organizations. Drawing on an ethnography of frontline service work in an IT consultancy call centre, we explore the brand as an internal organizational resource sustaining the process of employee meaning-making activities. Documenting the ‘work of the brand’, we outline what the brand offers both employees and employers and, in doing so, we theorize the brand at work as a connecting mechanism between processes of identity formation/re-formation and regulation. While employees are encouraged to internalize particular brand meanings (in this case prestige, success and quality), we found that they often willingly buy into these intended brand meanings as a palliative to ‘cope’ with mundane work. In this way brand meanings are central to producing a self-disciplining form of employee subjectivity
603403031	The rise of big philanthropy in global social policy: implications for policy transfer and analysis	A new group of Western development donors has emerged as increasingly influential actors in global social policy. Big philanthropies have begun implementing social protection projects on a vast scale across the Global South and have become integrated within global governance structures. It is essential to examine whether their approach to social policy in the South is effective, legitimate and desirable for the substantive agendas and programmes in these countries and for analysis of social policy in a development context. This study investigates contemporary big philanthropies through a qualitative case-study of the Bill and Melinda Gates Foundation and its role in the health sector in Tanzania. It examines the ways in which big philanthropies engage and seek to influence policy on the ground, directly exploring the views and experiences of local stakeholders. The study finds that big philanthropies have distinctive features and mechanisms as global social policy entrepreneurs. In contrast to the vertical and linear processes associated with traditional policy transfer, a more messy and complex set of mechanisms are observed. The study also indicates that despite considerable resources and authority, philanthropic donors may not be effective in securing policy reform within aid-receiving countries due to a lack of transparency and embeddedness
603403008	Anti-social Behaviour	What is anti-social behaviour? Can it be dealt with effectively? Is the problem exaggerated? From the Daily Mail's claim of Britain being named ‘Yob Capital of Europe’, to the headline in The Times of ‘Tearaway given ASBO at 10’, the subject of anti-social behaviour has been given a huge amount of political, social, media, public policy and academic interest in recent years. Using lively case studies and examples, Andrew Millie introduces the concept of anti-social behaviour (ASB) and examines its implications for society in the 21st century. The chapters explore: The origins of the term Different causes and types of ASB Theoretical frameworks for ASB and ASB control How the UK deals with ASB compared to other countries The rise of the ASBO Alternative enforcement options Methods of prevention The future for ASB Anti-Social Behaviour is fascinating reading for all Criminology, Sociology and Social Policy students
603403104	Democracy and Stock Market Returns	This paper empirically examines the relationship between the level of democratization and stock index returns in a sample of 74 countries. Compared with democracies, autocratic states are characterized by lower returns despite exhibiting higher return volatility. Even though this higher volatility can be mostly attributed to diversifiable country-specific risk, the Capital Asset Pricing Model is unable to explain the return differential. Instead, it is the level of investor protection that can fully account for the phenomenon described here. Autocratic leaders may be reluctant to promulgate regulation shielding investors and the resultant expropriation depresses the returns realized by outsiders
603403021	Bridging the Gap: Understanding Reassurance Policing	While crime rates in England and Wales have been falling, the perception has remained, for many, that crime is rising. It has also been assumed that fear of crime is high, although measures of fear have been declining since the mid-1990s. Of greater concern is a concurrent decline in confidence in the police. This ‘gap’ underpins the need for reassurance as a means of gaining legitimacy for policing decisions. We consider the background to reassurance policing and examine interpretation at ground level through interviews with officers involved in a strategy trial based upon a ‘signal crimes’ perspective
