id	title	abstract	human_annotator
603403144	Creating an Open Online Educational Resource to Support Learners as They Navigate Their Studies Alongside Work and/or Family	As labour markets undergo rapid and profound transformations, lifelong learning is essential to ensure a responsive, competitive, and skilled workforce. Mature learners are a diverse group, but in comparison to their younger student counterparts, are more likely to have employment and/or caring responsibilities. This field note discusses the development and features of a novel online open educational resource, called At a crossroads: Navigating work and/or family alongside study (At a crossroads for brevity). The resource aimed to assist university students to both learn about the support options available to them as well as to consider how they themselves might make decisions if they experienced a conflict between their student/work/family roles. At a crossroads is innovative in terms of how it was developed (i.e., via survey-based research, story completion method, and consultations sessions with tertiary students) and in terms of what it is (i.e., an online interactive resource that incorporates short dramatizations, social polls, and opportunities to reflect). Our experience in developing this resource caused us to consider how making resources designed to be engaging and informative, while encouraging, positive changes, must be part of the solution. This is especially so when there is significant concern around the overall well-being of tertiary students and their course completion rates. While universities have attempted to offer a range of tools to support their students, on-demand online resources such as At a crossroads are easily accessed, free to use, and deliver content in an engaging manner	['SDG04', 'SDG09']
603403012	Crime as an issue during the 2005 UK general election	Politicians are fond of telling interviewers that their focus should be on the `real issues' or `what matters most to the people'. This research note considers the place of crime as a `real issue', specifically during the national general election held in the UK in May 2005. According to research by Ipsos MORI (May 2005), at the time of the election the issues that mattered most to people were crime (40 per cent), the health service (36 per cent), race relations/immigration (27 per cent) and education (26 per cent). Crime was clearly important to the public, but how was this reflected in the policies of the main parties and the media coverage of the campaign	['SDG16']
82980725	European transitions towards a corporate-environmental food regime: agroecological incorporation or contestation?	The ‘food regime’ concept helps to analyse potential transitions beyond the agro-industrial regime which has been globally dominant since the 1970s.  As its multiple crises generate alternative production methods and products, some have been incorporated into a nascent ‘corporate-environmental food regime’.  This nascent regime is illustrated here by two agendas prominent in Europe – ‘bioeconomy’ (Life Sciences) and ‘sustainable intensification’. As a significant difference, the prevalent ‘bioeconomy’ agenda marginalises agroecological practices, while ‘sustainable intensification’ selectively incorporates such practices within a broader toolkit including biotech.  Regardless of that difference, both agendas reinforce a neoliberal productivist narrative: namely, more resource-efficient methods are necessary for increasing production to fulfill the greater market demand for food, feed, fuel, etc. In this way, the capital-accumulation driver is reified as ‘market demand’ arising exogenously from the food production system – which thereby accommodates societal needs.   By contrast, the agroecology narrative diagnoses the problem as profit-driven agro-industrial monoculture systems making farmers dependent on external inputs, undermining their knowledge, and distancing consumers from agri-producers.  Through such a narrative, new alliances have elaborated a different future linking farmers’ knowledge-exchange, agroecology, food sovereignty, citizens’ initiatives, public knowledge about food production, etc.  Civil society organisations have facilitated such linkages among researchers, scientists and social movements. In those ways, contending narratives justify different trajectories for an agro-food transition.  Each links different innovation paradigms of technique, quality and knowledge.   These differences often remain implicit amidst broad terms such as bioeconomy, sustainable intensification, agroecology, etc.  Making the divergences explicit can help contest transitions towards a corporate-environmental food regime, while also counterposing agroecological alternatives	['SDG02', 'SDG12', 'SDG17']
82904225	Enhancing Social Work Management: Theory and Best Practice from the UK and the USA	This book looks at the nature of management in the human services sector and examines the prevailing issues affecting both the UK and USA. Contradictory forces affect the act of management, such as the imperatives driving the introduction of new control systems which exist alongside the requirement to cut resources. In this book, contributors present both the problems and opportunities associated with the growth of management in the social care sector. They cover key topics including the implementation of change in the childcare sector; diversity - looking at the ways in which care managers can more effectively serve a growing multicultural and global society; performance measurement; the impact of electronic technologies and telecommunications; risk and safety in the workplace; and ethics in making personnel decisions, managing finances, planning and maintaining key relationships	['SDG04']
131316695	Rapid induction of dopamine sensitization in the nucleus accumbens shell induced by a single injection of cocaine	Repeated intermittent exposure to cocaine results in the neurochemical sensitization of dopamine (DA) transmission within the nucleus accumbens (NAc). Indeed, the excitability of DA neurons in the ventral tegmental area (VTA) is enhanced within hours of initial psychostimulant exposure. However, it is not known if this is accompanied by a comparably rapid change in the ability of cocaine to increase extracellular DA concentrations in the ventral striatum. To address this question we used fast-scan cyclic voltammetry (FSCV) in awake-behaving rats to measure DA responses in the NAc shell following an initial intravenous cocaine injection, and then again 2-h later. Both injections quickly elevated DA levels in the NAc shell, but the second cocaine infusion produced a greater effect than the first, indicating sensitization. This suggests that a single injection of cocaine induces sensitization-related plasticity very rapidly within the mesolimbic DA system	['SDG03']
82971822	Defining the city “trumpeter”: German civic identity and the employment of brass instrumentalists, c.1500	This article examines the employment of brass instrumentalists in German cities around 1500, as a reflection of the political circumstances of the epoch, where rivalry between the distinct components of the social hierarchy encouraged the assertion of power and statusthrough musical patronage. Archival records and contemporary chronicles provide invaluable insights into the performances of civic brass instrumentalists, whether in the provision of signals (by the city watchmen or those who played alongside the cities’ troops) or for theentertainment of the citizens and their guests (within the civic instrumental ensembles the Stadtpfeifer (‘town pipers’)). Although the use of ambiguous nomenclature in contemporary records can hinder a definitive understanding of the instruments used by these musicians, the musicians’ different duties within the city walls can often be inferred. Important insights can thereby be gained into the extent of the patronage of these civic brass instrumentalists, their roles within everyday city life, and their resultant contribution to the communication of civic strength to the populace and their guests	['SDG11']
82980765	Integrating Second Life in humanitarian and development training	The paper will address an opportunity for mixed-reality learning in Second Life by discussing the training needs and restrictions for humanitarian and development workers as met by the Open University course TUXR873: Working with conflict:  tools, skills and dialogue.  The paper will map these needs to the affordances of Second Life, in a context of realistic, practical and sustainable course development, and consider the potential for Second Life collaboration to replace the residential aspect of the existing course.  This paper aims to open discussion around the issues involved in developing such a course.  This work is relevant to all sectors of education who might consider embedding virtual world role play into a course.  The work is particularly relevant to providers of distance learning, especially in developing countries	['SDG04']
603402923	[Book Review] Culture, Democracy and the Right to Make Art	This excellent book fills a gap that has long existed in academic study of British grass roots arts: a conspectus that records the history of the community arts movement in the UK, locates it in the communities and the times when it was made, and explores its significance as a democratising force in British culture	['SDG11']
82974562	Deploying Google Apps into the curriculum	The OU has for some time now been offering Google Apps to our current students on an opt-in basis, initially to offer a replacement to the OpenText FirstClass service we used to run, and to complement students’ personal email provision. We now have in excess of 24,000 students using our my.open.ac.uk Google Apps domain via single-sign-on. Of more interest to our learning systems and curriculum teams however was the potential to adopt some of the other tools – such as Docs and Sites. This presentation will cover early adoption of Google Apps ‘out-of-the-box’ for curriculum use in some of our popular modules as well as developments to integrate better with our VLE in Moodle	['SDG04']
82958178	The benefits of part-time undergraduate study and UK higher education policy: a literature review	Part-time study in the UK is significant: nearly 40 per cent of higher education students study part-time.This article reports on a literature review that sought to understand the economic and social benefits of part-time study in the UK. It concludes that there are substantial and wide-ranging benefits from studying part-time. The article also aims to place the discussion in the current policy context by drawing attention to the fact that while part-time study is seen as important for increasing the global competitiveness of the UK economy, expansion of higher education has tended to focus on the young, full-time student; furthermore, part-time study is less generously resourced compared to full-time study. New policy pronouncements made in 2009 appear to recognise these policy contradictions, which state that most future growth will be in provision other than the full-time, 3-year undergraduate degree. Indeed, the Government’s independent review of fees has recognized that parity of funding is an issue and its recommendations on part-time study have been endorsed by the government	['SDG04']
109586	Formative e-Assessment: case stories, design patterns and future scenarios	This chapter presents findings from the JISC funded project ‘Scoping a vision for formative e-assessment’ (FEASST). The project was motivated by the increasing recognition of the importance of formative assessment and the need to identify effective strategies for incorporating it into e-learning. This chapter is particularly interested in the human-centric, social dimensions of e-assessment. The project used the participatory pattern methodology to engage a group of practitioners in developing case studies of formative e-assessment across a range of settings (from Primary to Higher Education) through a series of Practical Enquiry Days. Next, the design patterns were extracted from these cases and the outcomes were analysed against the literature. Patterns were subjected to the scrutiny of a group of software developers who used them as the basis for pedagogical and technical scenarios of use. Finally, the case studies and the design patterns were mapped to a domain map. This chapter provides an overview of the project and highlights an illustrative number of patterns	['SDG04', 'SDG09']
82923795	Policing the anti-globalisation protests: patterns and variations in state responses	The arrival of the anti-globalisation movement was manifested in a new wave of protests involving innovative tactics targeting the summit meetings of a variety of international bodies and institutions. In response a new pattern of state management of these protests has developed which goes beyond traditional methods of protest policing. This pattern has involved constraints on civil liberties, including the right to protest and the right to free movement, militarisation of policing, transnational cooperation between police forces, increased surveillance and media and image management. We delineate this new pattern of state management of political dissent by examining policing strategies across five continents, noting national and regional variations in state policing responses	['SDG16']
82981125	Temporal and spatial variability of groundwater–surface water fluxes: Development and application of an analytical method using temperature time series	Significant spatial and temporal variability of water fluxes may exist at the river–groundwater interface and the assessment of such variability may be important for appreciation of the spatial and temporal dynamics of chemical loading to a river or aquifer. Measurement of such variability is limited due to difficulties of applying conventional Darcian flux based methods. Thermal parameters required to distinguish between conductive and advective heat transfers, and hence to determine water fluxes, exhibit a narrower range within sediments than hydraulic properties required for Darcy-based methods. To exploit this we explore a method of utilising temperature time series to calculate vertical water fluxes across riverbed sediments. River and streambed temperatures may be measured using robust, inexpensive loggers which are simple to deploy. These sensors may provide attenuation and phase shift of the diurnal temperature signal which, at depth, varies with the seepage flux (to or from the river). We present an analytical extension to an existing numerical solution of the heat flow equation, which is used in conjunction with Dynamic Harmonic Regression signal processing techniques for the analysis of diurnal oscillations at two or more depths in the river bed. This permits the computation of a time series of vertical seepage fluxes without the need for complex numerical solutions. Furthermore, Monte Carlo analysis allows an assessment of the uncertainty in the seepage flux estimates to be made. The method has been applied to a reach of a UK lowland river in order to demonstrate that, even in such a low energy environment, water fluxes at the river–groundwater interface are significantly variable. Derived fluxes showed significant variation, which is supported by measurements from other methods. We propose that our approach offers a reliable and robust field-based method for quantifying vertical water fluxes at the groundwater–surface water interface and a means of recording seepage flux time series	['SDG06']
84152840	The development of new disciplines in Education – the Open Education example	The advent of digital, networked technology has had an impact on many aspects of scholarly practice. The influence can be seen as both technical and cultural, as new technologies allow different practices to emerge, and cultural norms from the internet also shape expectations and behavior. In some areas, this has seen the emergence of distinct disciplines, which have built on existing ones and combined these with networked practices. This chapter examines one such example, that of Open Education, and considers whether such areas can be considered as new disciplines. The emergence of such fields is suggested as analogous to the urban renaissance and thedevelopment of towns when certain conditions arose	['SDG04', 'SDG09']
82973193	Connecting repositories in the open access domain using text mining and semantic data	This paper presents CORE (COnnecting REpositories), a system that aims to facilitate the access and navigation across scientific papers stored in Open Access repositories. This is being achieved by harvesting metadata and full-text content from Open Access repositories, by applying text mining techniques to discover semanticly related articles and by representing and exposing these relations as Linked Data. The information about associations between articles expressed in an interoperable format will enable the emergence of a wide range of applications. The potential of CORE can be demonstrated on two use-cases: (1) Improving the the navigation capabilities of digital libraries by the means of a CORE pluging, (2) Providing access to digital content from smart phones and tablet devices by the means of the CORE Mobile application	['SDG04', 'SDG09']
84152836	Evaluation of a drop-in clinic for young people with attention deficit hyperactivity disorder	Aims To implement and evaluate a nurse-led, multi-agency drop-in clinic for young people with attention deficit hyperactivity disorder (ADHD).Method A repeated measures observational study over 12 months exploring clinic attendance and user satisfaction, crisis management and did not attend (DNA) rates, consultant time spent with patients, benefits to quality of care, and service flexibility.Results A total of 62 service users participated. A significant improvement in service user experience was observed (P=0.001). Crisis management attendances significantly increased (P=0.005). DNA rates did not reduce significantly (P=0.057). Service users attended for their medication review before or on their due date (P=0.011). Those who needed to were able to spend more time with the staff (P=0.001).Conclusion The clinic improved service accessibility and flexibility. It allowed adherence to clinical guidance, including uptake of psychosocial interventions. There was an overwhelmingly positive improvement in service user experience. Importantly, as contact with the ADHD nurse specialists increased, this significantly reduced the amount of time consultant community paediatricians spent with service users. Further research should examine the cost-effectiveness and longitudinal effect of the drop-in model	['SDG03']
333644996	Nurses' early and ongoing encounters with the dying and the dead: a scoping review of the international literature	Background: End-of-life care is high on policy and political agendas in the UK and internationally. Nurses are at the forefront of this, caring for dying patients, ‘managing’ the dead body, and dealing with the corporeal, emotional and relational dimensions of death. Little is known about nurses' prior or early professional experiences of and reactions to death, dying and the corpse and how these might influence practice. Aims: To appraise the international literature on nurses' early experiences of death, dying and the dead body, to better understand how these might influence subsequent practice, and how this might inform our teaching of death, dying and last offices. Methods: A scoping review was undertaken of peer-reviewed publications between, 2000 and 2019, which included nurses working in hospital, care homes and the community. Medline, PubMed, PsychINFO and CINAHL databases were searched and 23 papers meeting the inclusion criteria were read. Arksey and O'Malley's (2005) five-stage approach was adopted to scope the relevant international literature, using where relevant the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement. Selected papers were independently reviewed and subjected to thematic analysis, leading to the generation of five overarching themes.  Results: The five themes were: different philosophies of care; relationships; knowledge; impact of death; and giving care. The studies came from diverse geographical locations across different settings and were primarily qualitative in design.  Conclusions: Students and registered nurses are impacted both positively and negatively by their early encounters with death and dying. Good communication with patients, families and between professionals, understanding of what constitutes a ‘good’ death, and high-quality mentorship and support were of particular importance	['SDG03', 'SDG04']
224959385	Designing a better accreditation standard to promote graduates' employability	The Institute of Coding is developing a novel accreditation standard, which addresses employability concerns explored in the Wakeham and Shadbolt reviews, but differs from the content focussed standards prevalent across STEM. This session is essentially practical. Participants will use Skills Framework for the Information Age (SFIA) material, or a relevant skills framework for their own discipline, to construct a plausible accreditation standard for a subject area, evaluating it against the graduate qualities demanded by employers and society	['SDG04', 'SDG08']
82973677	A blended design approach for pervasive healthcare: bringing together users, experts and technology	Pervasive healthcare is beginning to investigate how novel sensory technologies can be used to measure body movements and provide various forms of feedback. This position paper reflects on a blended design approach that uses a combination of technology-inspiration, consultation with experts and user-centred design for the development of a personalized pervasive health care system to support stroke rehabilitation	['SDG03', 'SDG09']
426874740	Confessions of lockdown breaches. Problematising morality during the Covid-19 pandemic	This paper examines confessions of Covid-19 breaches in two radio phone-ins. The programmes hosted invited experts who were recruited at certain moments in the show to comment on the (in)direct experiences of lockdown compliance or breaches reported by the callers.The analysis focuses on the social actions the participants are seen to be carrying out and orienting to through talk such confessions and disclosures of minor unlawful behaviour in public.A set of features of confessions were found depending on whether personal circumstances could be said to warrant the breaches and the recipients align or not with the warrantability of the breaches. Callers who disclosed their breaches at the first available opportunity, presented them as primarily warranted by a long-term health condition and displayed full awareness of doing confessing. Both early confessions and those that appear later in the narration were carefully crafted. They were mitigated to minimize the seriousness of the transgression and reduce the actor’s accountability.The positional nuances of the participants as they share their stories, coupled with their assessment of self- and other behaviour, shines a light on their orientations to, and interactional management of, the moral accountability of behaviour in public spaces during the pandemic	['SDG03', 'SDG16']
82899950	Low attainers in primary mathematics: the whisperers and the maths fairy	In this fascinating book, Jenny Houssart draws on close observations with children in lower mathematics sets in primary schools to investigate why some children opt out of mathematics at an early age. After introducing us to the children, she addresses a particular type of mathematical task in each chapter, including:mental work practical work written work calculators and computers assessment tasks.Through the use of stories and quotes, the author shows how the children respond to specific tasks and presents evidence of a range of difficulties that emerge as the children are working. Each chapter ends with discussions and implications for classroom practice.Low Attainers in Primary Mathematics will be a useful resource for primary teachers, student teachers, SENCOs and teaching assistants who will all recognise these children from their own classrooms and draw insights from this highly readable book	['SDG04']
82924532	The dorsal anterior cingulate cortex (BA32) in autism: Morphometric analyses of deep cortical layers and subcortical white matter	Introduction: The dorsal anterior cingulate cortex (BA32) is a region implicated in both social impairments and repetitive behaviors seen in Autism Spectrum Disorder (ASD). The neuropathological basis for these functional impairments is unclear. Cortical lamination progresses sequentially during mid-gestation, with layer 6 and then layer 5 populated by neurons. An investigation of cellular arrangement within these layers would provide insight into functional cortical circuitry in autism and highlight any significant early developmental disturbances.Methods: A 1 in 4 series of 10m sections from BA32 obtained post-mortem from 8 cases with ASD (24.0 ± 5.3 years, range 5-45) and 11 age and gender-matched controls (28.1 ± 3.9 years, range 4-44), were stained with toluidine blue, immunolabeled with MAP2 and analysed using unbiased stereology (MicroBrightfield) to determine neuronal and glial cell densities in cortical layers 5, 6, subcortical white matter (WM) and total neuronal numbers (under 1mm2 cortex). Neuronal clustering and alignment were also determined using customised Voronoi tessellation and morphometric image analysis (Media Cybernetics).Results: Mean WM glial cell density was 1.27 fold higher in ASD cases than controls (p=0.05), particularly high in the two oldest ASD cases (1.6-1.7 fold higher). Mean layer 5 and 6 neuronal and glial cell densities did not differ significantly between ASD and controls, although higher mean glial-to-neuronal ratios were found in ASD (L5:1.66; L6:1.88) compared to controls (L5:1.41; L6:1.54). Mean WM neuron densities were higher in ASD but did not reach statistical significance.Discussion: This is the first stereological study of BA32 in ASD. Voronoi and morphometric analyses will be discussed. Increased WM glial density supports our previous findings, did not correlate with seizure activity, but could relate to altered functional connectivity and WM abnormalities reported in ASD. This work was supported by the Autism Tissue Program (US) and funded by Autism Speaks (US)	['SDG03']
84152877	The Impact of Consumer Confusion on Nutrition Literacy and Subsequent Dietary Behavior	This paper examines the impact of consumer confusion on nutrition knowledge, literacy, and dietary behavior. While previous research largely focuses on understanding why consumers might not respond to healthy eating communications, this paper seeks to uncover the various behavioral responses to such campaigns, particularly those that contravene health communication objectives. Using an interpretive methodology, findings suggest that most participants do respond to health communications by striving to eat healthily, but inadequate nutrition information derived from unreliable sources, flawed baseline nutrition knowledge, and poor nutrition literacy hinder participants’ efforts. Inconsistent, incomplete, and contradictory information leaves many participants feeling confused about how to implement healthy eating habits. Further, a lack of ability to differentiate between credible and unreliable sources of nutrition information means that many participants blame their confusion on policymakers, and express frustration and cynicism toward vague and often contradictory communications. This, in turn, increases participants’ reliance on food adverts, product labels, and other commercial sources of ambiguous yet appealing information. The paper's theoretical contribution includes a consumer confusion framework for healthy eating, and policy implications highlight that health campaigns seeking to increase consumer awareness of healthy eating are not enough. Policymakers must become the most credible sources of information about healthy eating, and distinguish themselves from competing and unreliable sources of nutrition information	['SDG02', 'SDG03']
84152901	Consumers' Concerns with How They Are Researched Online	Increased consumer usage of the internet has highlighted a number of problematic online marketing practices, including the use of online platforms to research consumers without full consumer awareness. Despite current debates regarding online research ethics from a marketing perspective, scant research has been published on consumers’ concerns with how they are researched online, which is a knowledge gap this paper seeks to address through qualitative research with UK consumers. This is an important yet neglected topic, given that consumer voices have been under-represented in the online research ethics debate over the years. The paper makes a significant theoretical contribution as it extends the ethics of care and responsibility to an online context, which can frame ongoing online research ethics discussions where problematic power asymmetries may exist between researchers and consumers	['SDG16']
82973660	Defining and theorizing the third sector	According to some, the third sector is unsuited to singular definitions because it is by its nature unruly. However, different definitions or theorizations can be identified. Ontologically oriented definitions of the third sector offer differing views on what it is made up of and what is excluded. Thus, an “American” view defines it as a separate sector characterized by organized, private, nonprofit, and voluntary entities. A “European” definition sees it as a hybrid phenomenon combining and connecting other sectors such as state and market (this allows social enterprises and [welfare] state bodies in). In contrast, epistemologically oriented theorizations treat the third sector more as a process or form of practice: a particular type of communication (following systems theory), a form of ordering and governing of people (following discourse theory), or a form of struggle or dialogue between social forces (following critical theory)	['SDG17']
82924509	Micromagnetic testing of model alloys specimens evaluating irradiation effects	The Model Alloy project, carried out by the JRC (Joint Research Centre) within the frame of the European Network AMES (Ageing Material Evaluation System), has the objective to study the influence of elements, i.e. Phosphorus, Cooper and Nickel on the mechanical properties of steels by different content alloys. As these model alloys are a representative of a large spectrum of ferritic steels with parametric variation of elements known to play a significant role in material characteristic and degradation, they provide an opportunity also to study the elements influence on the steels when exposed to degradation by irradiation	['SDG09']
82899869	Media representation of research: the case of a review of ethnic minority education	Concern with the dissemination of research findings has increased in recent years, in the wake of critiques of research for failing to have an impact on policy-making and practice. The most direct way in which research findings can be disseminated to a wide audience is via the mass media. However, coverage of social and educational research in the media is very limited. Furthermore, when it is covered researchers often complain that their work has been distorted. This article examines some of the media coverage of an Office for Standards in Education commissioned review of research on the education of ethnic minority children, published in 1996. Analysis of this media coverage is used as a basis for addressing questions about what is involved in media representation of research, how it should be evaluated, and what meaning can be given to the concept of distortion	['SDG04', 'SDG16']
151211641	Taylor's power law and the statistical modelling of infectious disease surveillance data	Surveillance data collected on several hundred different infectious organisms over 20 years have revealed striking power relationships between their variance and mean in successive time periods. Such patterns are common in ecology, where they are referred to collectively as Taylor's power law. In the paper, these relationships are investigated in detail, with the aim of exploiting them for the descriptive statistical modelling of infectious disease surveillance data. We confirm the existence of variance-to-mean power relationships, with exponent typically between 1 and 2. We investigate skewness-to-mean relationships, which are found broadly to match those expected of Tweedie distributions, and thus confirm the relevance of the Tweedie convergence theorem in this context. We suggest that variance- and skewness-to-mean power laws, when present, should inform statistical modelling of infectious disease surveillance data, notably in descriptive analysis, model building, simulation and interval and threshold estimation, threshold estimation being particularly relevant to outbreak detection	['SDG03', 'SDG09']
82924415	Creative change: lasting outcomes on practice	This study examines the lasting outcomes of studying B882 Creative Management or B822 Creativity, Innovation and Change and the online and international presentations of these courses. Creative Management ran from 1991 to 1998 and Creativity, Innovation and Change from 1999 till now. Over 15,000 students have studied these courses. They remained the most popular OUBS Masters elective courses over the 18 years studied. This cross-cohort research aims to investigate why that is, their lasting impact on participants and their work practice and to note any lessons for remaking successor courses. It was supported by a small PBPL-CETL grant	['SDG04', 'SDG08']
82924475	Understanding Global Strategy	Understanding Global Strategy is the eagerly anticipated new textbook from Susan Segal-Horn and David Faulkner for international strategy courses at all levels. Exploring strategic decision-making on a global scale from multinational corporations through to small enterprises, Segal-Horn and Faulkner cover globalization, networking, culture barriers and benefits, ethics and emerging economies to provide the complete introduction for today's global strategy courses. Key learning features include: Premium Case Studies - a selection of in-depth international case studies from premium case study authors provide practical illustrations of key issues in real-life situations; Strategies in Action - a wealth of shorter case studies to reinforce principles outlined in each chapter; and, Discussion Questions which are provided at the end of each chapter to test knowledge and understanding, and provide a basis for group discussions and activities. This textbook is essential reading for all international or global strategy modules on advance undergraduate or postgraduate (particularly MBA) programmes, in addition to broader strategic management and professional courses	['SDG17']
82899838	Governance and educational innovation	Studies of educational leadership and management too often neglect the framework of governance as a significant element of the wider context within which school leaders operate (Glatter, 1997). The purposes of this chapter are to: Briefly review some recent analytical work on the governance of education; and Ask how appropriate our current models of governance are for meeting the needs of education in a fast-changing society, and whether any more appropriate models can be suggested	['SDG16', 'SDG04']
82899853	Continuing professional development	"About the book: this second edition of ""Clinical Governance in Primary Care"" extends and amplifies the principles outlined in the first edition. Enabling readers to apply clinical governance in their workplace as individuals and as workplace or practice teams, it provides a description of clinical governance in primary care by a panel of renowned leading contributors - based on practical examples on how clinical governance functions in Primary Care Trusts and teams. Additional chapters to this edition include ones on information management, team-work and clinical governance.Contents:Part 1: Setting the sceneClinical governance: a quality conceptClinical governance in primary careClinical governance in action - in a PCTClinical governance in action - in a practicePart 2: The components of clinical governance    What are patients looking for?   Evidence-based practiceDissemination and implementing evidence-based practice    Quality improvement process    Appropriate use of data    Managing information    Reducing risk and promoting safety in primary care    Significant event auditing    Lessons from complaints    Tackling poor performance    Continuing professional development    Developing leaders    Developing teamwork    Part 3: Exploring the future    Educating the coming generation    The end of certainty: professionalism re-visited Implementing clinical governanc"	['SDG03', 'SDG08']
82910105	Routine examination of the newborn: the EMREM study.  Evaluation of an extension of the midwife role including a randomised controlled trial of appropriately trained midwives and paediatric senior house officers	This study assesses the implications and cost-effectiveness of extending the role of midwives to include the routine (24-hour) examination of the healthy newborn usually carried out by junior doctors	['SDG03']
186327577	A systematic review of interventions available during care crises for individuals with learning disabilities (LD) who are cared for by an ageing carer within the United Kingdom	The aim is to is to provide a greater understanding of the existing crisis interventions and preventative support available for individuals with learning disabilities (LD) who are cared for by an ageing carer within the UK. This will include evaluating the outcomes and effectiveness of available interventions, including cost-efficiency (where this information is provided).The current review aimed to synthesize all available evidence on the availability and effectiveness of the interventions available to support people with LD who are being cared for by older carers in times of crisis. This includes a review of the financial implications of such crises and interventions	['SDG03']
593060408	Sustained identity deceptions	A proposal and discussion for reforming the law on deceptively-obtained consent to sexual activity. It focuses upon identity deceptions, broadly defined, including 'gender fraud' cases and undercover police officers' deceptions of activists	['SDG16', 'SDG05']
286365737	Pathways into Creative Working Lives	The promise of ‘doing what you love’ continues to attract new entrants into the sector of the cultural and creative industries. The collection asks if the promise is betrayed by the realities of pathways into creative work or, more positively, if a creative identification presents new personal and professional possibilities in the precarious contexts of contemporary work and employment. Two decades into the 21st century, aspiring creative workers can undertake training and higher education courses. They can attempt to convert personal enthusiasms and amateur activities into income-earning careers. Many are self-employed, some utilising skills developed in other occupations. This book presents research on pathways into creative work in a range of occupations and national contexts, including Australia, Belgium, China, Iceland, Ireland, Italy, Finland, the Netherlands, Russia, the US, the UK and Vietnam. Chapters explore transitions and issues, and the obstacles that new workers encounter	['SDG08']
200248107	Toarcian land vegetation loss	The Toarcian oceanic anoxic event disrupted terrestrial ecosystems as well as the marine realm, according to analyses of microfossils derived from land plants. Changes in diversity and composition were initially more rapid in terrestrial ecosystems	['SDG15', 'SDG13']
286365795	Referral Orders	Referral orders are the standard sentence in England and Wales for children and young people pleading guilty to a first conviction unless the court decides to pass an immediate custodial sentence; an absolute discharge (for some very minor offences); or a hospital order (under mental health legislation). Perhaps the most distinctive feature of the order – other than it being almost mandatory – is that it devolves decisions regarding the content of the order to a panel of community volunteers	['SDG16']
593060383	Using genre to explain how children linguistically co-construct make-believe social scenarios in classroom role-play	This paper argues that classroom role-play can be conceptualised theoretically as an oral genre, as defined within Systemic Functional Linguistics (SFL). The work draws on analysis of 15 video-recorded child-led role-plays in which groups of three 4–5 year-old children engage in five different life-like social scenarios. The study is underpinned by SFL register and genre analysis of the children’s interactions, and the findings reveal how the children’s linguistic choices have a direct impact on the dynamically unfolding role-play, and how imaginary scenarios are construed by the instantiation of individual genre stages, some of which serve to regulate the role-play and others that mimic real life social scenarios. The findings suggest that the two different types of stages construe two separate, but interwoven contexts, with the make-believe context often being dependent on the regulative context. The paper offers new insights into the ways in which SFL can reveal nuances in children’s dialogic and dynamic language in play	['SDG04']
161526422	The litigant in person’s tale: despair and dysfunction in the civil justice system of England and Wales	There is a dearth of academic literature and evidence about litigants in person (LiPs), despite their growing numbers. This article is an account of the seven months during which I was an LiP in a low-value breach-of-contract case, interspersed with reflections on the emotional impact of that experience. I hope that, by raising awareness of how LiPs are treated, and proposing some further research, the article may contribute to improving the experiences of future LiPs. Despite my extensive legal education, I found the situation enormously draining, and it resulted in one of the longest periods of stress that I have ever experienced. The intransigence of the defendant company and its legal representative paled into insignificance beside the incompetence of HM Courts and Tribunals Service and the incomprehensibility of official forms and processes. Change is urgently needed if LiPs are not to be denied access to civil justice	['SDG16']
428338011	Macroscopic charcoal counts and areas from fours sites in the Western Ghats (India) over the past 1000 years	High-resolution, continuously sampled charcoal records from sedimentary archives are rare in India. These datasets from four forest hollows' sedimentary sequences in an ancient agroforestry system in the Western Ghats, India, comprise the following data: (I) Macroscopic charcoal record (> 150 µm), including the total amount of particles per sample as well as the total area (mm2) of the particles per sample, and (II) Radiometric age dating (radiocarbon and Lead-210) used for depth-age modelling. More detailed information about the charcoal record and the relationships between biomass burning, vegetation change and land-use changes in the context of tropical agroforestry landscapes and sacred groves can be found in the research papers	['SDG12', 'SDG15']
389421617	British Psychological Society response to the Home Office Violence Against Women and Girls (VAWG) strategy 2021-2024: call for evidence	In this document The British Psychological Society (BPS) presents a response to the Home Office strategy “Tackling violence against women and girls: The plan for 2021 to 2024”. We present a review of key issues of the strategy “Ending Violence against Women and Girls 2016 – 2020” and highlight areas for further recommendation. This document is intended to supplement our initial response to the call for evidence and public survey	['SDG05']
