doi	title	abstract	labels
10.1002/9783527630479.ch6	Energetic use of EGS Reservoirs		['SDG07']
10.1016/j.jclepro.2012.06.008	Effects of different modes of local public services delivery on quality of life in Spain		['SDG07']
10.1109/icepe.2012.6463936	Modeling, EMTP simulation and analyse of the electrical equipment from renewable energy system		['SDG07']
10.1016/j.energy.2013.02.019	Novel approach for decentralized energy supply and energy storage of tall buildings in Latin America based on renewable energy sources: Case study - Informal vertical community Torre David, Caracas - Venezuela		['SDG07']
10.1080/14786451.2012.757613	Technological aspects of advancement in low-capacity solar thermal desalination units		['SDG07']
10.1016/j.esd.2014.04.003	Permitting best use of wind resource for small wind-turbines in rural New Zealand: A micro-scale CFD examination		['SDG07']
10.1016/j.rser.2014.05.019	Managing municipal wastes for energy generation in Nigeria		['SDG07']
10.1016/j.procir.2014.06.038	Prioritizing drivers for green manufacturing: Environmental, social and economic perspectives		['SDG07']
10.1016/j.rser.2014.07.007	Municipal solid waste (MSW) as a source of renewable energy in Bangladesh: Revisited		['SDG07']
10.1016/j.jclepro.2014.07.040	Assessment of submarine geothermal resources and development of tools to quantify their energy potentials for environmentally sustainable development		['SDG07']
10.4324/9781315066400	The environmental management of low-grade fuels		['SDG07']
10.4324/9780203840658	Water resources and development		['SDG07']
10.4324/9780203797464	Implementing green industrial policy		['SDG07']
10.1093/acprof:oso/9780199645039.003.0012	The Role of Energy Networks in Developing Renewable Energy Sources in China		['SDG07']
10.1016/j.energy.2015.02.013	Integrated analysis of energy and water supply in islands. Case study of S. Vicente, Cape Verde		['SDG07']
10.1016/j.rser.2015.03.021	Global progress in photovoltaic technologies and the scenario of development of solar panel plant and module performance estimation - Application in Nigeria		['SDG07']
10.1504/ijisd.2015.068786	Integral design: The new roles for architect and engineers for developing nearly zero energy buildings	Improving the built environment is a cornerstone for sustainable development ultimately leading to Zero Energy Buildings; there is the urgent need for innovation. The urgent need for innovative and a more sustainable built environment has led to a more complex design process. As a result, the architect requires increasing support from specialised engineers in multi–disciplinary design teams. A design method was developed, based on the use of morphological charts and a morphological overview, to support design teams with structuring and organising their communication and knowledge. After testing the method in workshops in industry, it was applied at the department of architecture for master students for their multidisciplinary master project, integral design of a nearly Zero Energy Building. Our experiments showed that it is possible to stimulate the innovative outcome of multidisciplinary design teams within the conceptual building design phase by changing their traditional roles into new team's roles	['SDG07']
10.5846/stxb201309042211	Carbon dioxide emissions from regional tourism transport: A substitutional bottom-up analysis		['SDG07']
10.1016/b978-0-444-63472-6.00016-1	Transport and Logistics Models for Sustainability		['SDG07']
10.1016/j.enbuild.2015.08.045	Optimizing urban irrigation schemes for the trade-off between energy and water consumption		['SDG07']
10.1002/9781118326275.ch27	Global Energy Policy: A View from Brazil		['SDG07']
10.2478/9788376560113	Moving to sustainable buildings: Paths to adopt green innovations in developed countries	In his Moving to Sustainable Buildings. Paths to Adopt Green Innovations in Developed Countries, Umberto Berardi explores the transition of the construction sector to sustainable building through the adoption of green innovations. Applying methods ranging from theoretical discussions to interviews and field studies, Berardi describes how organisational models among stakeholders are changing as the sector moves towards a green economy. Berardi’s book should prove valuable to engineers, architects, environment researchers and policy makers alike, as it successfully weaves together different aspects of green building to create a multidimensional matrix through which sustainable architecture can be understood. Umberto Berardi, an assistant professor at the Worcester Polytechnic Institute (MA, USA), teaches courses on sustainable construction, architectural engineering systems and building physics. He was awarded an MSc from the Politecnico di Bari, an MSc from the University of Southampton (UK) and a PhD from the Scuola Interpolitecnica in Italy. His research areas are related to building acoustics, sustainable constructions and energy saving technologies for buildings. Berardi is also a passionate pianist and a strong proponent of interdisciplinary cooperation between the arts and engineering	['SDG07']
10.1016/j.cstp.2015.05.001	Peak Car in the Big City: Reducing London's transport greenhouse gas emissions		['SDG07']
10.2298/tsci141208073v	Status of Croatia's energy sector framework: Progress, potential, challenges, and recommendations	Following the accession of Croatia in the European Union a number of    questions are raised regarding Croatia's legal framework and its ability to    cope with the demands that it faces. This paper provides an overview of the    current status of the Croatian energy sector framework and discusses the    prospects of successful reform in this new Member State. One of the main aims    of this paper is to discuss the current progress, potential prospects and    challenges for implementing a successful reform model in the newest EU Member    State - Croatia. In this context, it is necessary to note the difficulties in    analysing electricity reform which derive from the fact that it can take many    different forms, that it involves a number of interrelated steps and that it    is an ongoing process. With that in mind, the approach to the problem was a    thorough literature review of all possible factors influencing the    development of the Croatian energy sector and a detailed analysis of all the    options and problems the sector faces. The study offers a detail structure of    the energy sector discusses its situation, problems and offers insights on    possible paths to improvement.</jats:p	['SDG07']
10.4314/wsa.v42i1.15	A preliminary investigation of the water use efficiency of sweet sorghum for biofuel in South Africa	Sweet sorghum (Sorghum bicolor (L.) Moench) has been recognized globally as a potential biofuel crop for ethanol production. Sweet sorghum is a drought-tolerant crop that is widely adapted to different environmental growing conditions. The aim of this study was to determine the water use efficiency (utilisable yield per unit amount of water used) of drip-irrigated sweet sorghum (variety Sugargraze) under two different climatic conditions in South Africa. The sweet sorghum trials were conducted at Ukulinga research farm (University of KwaZulu-Natal, Pietermaritzburg) and Hatfield experimental farm (University of Pretoria, Pretoria), South Africa. Field trials were conducted in two successive seasons, viz., 2010/11 and 2011/12. Seasonal water use was estimated using eddy covariance and surface renewal methods. Fresh and dry aboveground biomass yield, stalk yield and stalk Brix % were measured at final harvest. Theoretical ethanol yield was calculated from fresh stalk yield and Brix %. Water use for the two growing seasons was 415 mm at Ukulinga and 398 mm at Hatfield. The ethanol water use efficiency (WUE) values for the sweet sorghum at Ukulinga were 0.27 and 0.60 L∙m-3 for 2010/11 and 2011/12 growing seasons, respectively. The ethanol WUE estimate of the sweet sorghum at Hatfield was 0.53 L∙m-3 for the 2010/11 season and 0.70 L∙m-3 for the 2011/12 growing season. WUE estimates of the sweet sorghum crop were higher for Hatfield compared to Ukulinga research farm. The results from this study showed that the WUE of sweet sorghum was sensitive to plant density. The WUE values confirm that sweet sorghum has high WUE under different climatic conditions	['SDG07']
10.1016/bs.agron.2016.04.001	Integrated Farming Systems and the Livelihood Security of Small and Marginal Farmers in India and Other Developing Countries		['SDG07']
10.1016/j.enbuild.2016.06.089	Building energy-consumption status worldwide and the state-of-the-art technologies for zero-energy buildings during the past decade		['SDG07']
10.1016/j.enconman.2016.07.068	Aero-economical optimization of Wells turbine rotor geometry		['SDG07']
10.3390/en9080612	Contribution of geothermal resources to energy autonomy: Evaluation and management methodology		['SDG07']
10.2298/tsci151215081b	Energy management strategies for combined heat and electric power micro-grid	The increasing energy production from variable renewable energy sources such    as wind and solar has resulted in several challenges related to the system    reliability and efficiency. In order to ensure the supply-demand balance    under the conditions of higher variability the micro-grid concept of active    distribution networks arising as a promising one. However, to achieve all the    potential benefits that micro-gird concept offer, it is important to    determine optimal operating strategies for micro-grids. The present paper    compares three energy management strategies, aimed at ensuring economical    micro-grid operation, to find a compromise between the complexity of strategy    and its efficiency. The first strategy combines optimization technique and an    additional rule while the second strategy is based on the pure optimization    approach. The third strategy uses model based predictive control scheme to    take into account uncertainties in renewable generation and energy    consumption. In order to compare the strategies with respect to cost    effectiveness, a residential micro-grid comprising photovoltaic modules,    thermal energy storage system, thermal loads, electrical loads as well as    combined heat and power plant, is considered.</jats:p	['SDG07']
10.1109/icpes.2016.7584151	Cost effective d.c. distribution for remote area using hybrid energy (solar and biogas)		['SDG07']
10.1016/j.rser.2016.10.061	Optimal planning and design of hybrid renewable energy systems for microgrids		['SDG07']
10.1007/978-3-319-42719-5	Measuring progress towards sustainability: A treatise for engineers		['SDG07']
10.2134/agronj2016.07.0440	Comparison of miscanthus and switchgrass cultivars for biomass yield, soil nutrients, and nutrient removal in northwest Spain	Comparative performance tests of perennial grasses for biomass yield, quality, and soil nutrient removal are needed to guide decisions toward meeting European Union targets for renewable energy production. We compared hybrid miscanthus (Miscanthus × giganteus Greef and Deuter ex Hodkinson and Renvoize) and switchgrass (Panicum virgatum L.) cultivars Cave-in-Rock, (upland type), Alamo, and Kanlow (lowland types) for biomass yield and changes in soil macronutrient levels and removal rates in a humid Spanish environment. Soil and plant nutrient and C levels were measured after each annual biomass harvest for 4 yr. Plant nutrient concentrations were multiplied by biomass yield to express nutrient removal. Yield ranking (4-yr mean) was miscanthus (17.6 Mg ha−1) > Kanlow (13.3 Mg ha−1) = Alamo (13.0 Mg ha−1) > Cave-in-Rock (7.7 Mg ha−1). Miscanthus biomass yield peaked in the third year at 27.0 Mg ha−1. The high yield of miscanthus together with its relatively low macronutrient concentrations and intermediate removal rates, indicate its advantages over switchgrass as a biomass crop choice. Alamo and Kanlow usually removed more macronutrients than Cave-in-Rock, suggesting a greater long-term fertilizer requirement for the lowland types. Soil C stocks increased by a mean of 2850 kg ha−1 over 4 yr at 0- to 20-cm depth. Phosphorus was the macronutrient most likely to become deficient after repeated harvests. Miscanthus and lowland switchgrass cultivars performed well in the Atlantic maritime region of Spain, therefore the choice of crop would rely on economics of establishment and long-term stand maintenance	['SDG07']
10.1108/ijccsm-02-2016-0020	The establishment of carbon trading market in People’s Republic of China: A legislation and policy perspective	Purpose This study aims to propose a set of institutional frameworks, as well as practical polices and steps, with a view to facilitating the establishment of a unified carbon trading market in China.   Design/methodology/approach Based on existing empirical studies and reviews of the socioeconomic contexts, this study followed a qualitative approach consisting of secondary data collection and analysis, semi-structured interviews to collect primary data and comparative analysis.   Findings The establishment of a national carbon trading market in China is a systemic and complex process which requires coordination among various concerned government agencies and supporting mechanisms. Currently, the development of a unified national carbon market has been impeded by the lack of coordination among local pilot programs, and there is no specific law passed by the People’s Congress or by its Standing Committee to regulate the emerging carbon trading market. It is of vital importance for China, in terms of both practical and strategic aspects, to take a gradualist approach in establishing laws and institutions to guide and support the development of its emerging carbon market.   Research limitations/implications This present study forms a part of a regional research project aiming to identify sound policy approaches for the establishment of a carbon trading market in China. Due to scope reasons, it focuses only on policy analysis and recommendations.   Originality/value China’s emerging national carbon trading market has attracted much research attention. However, little has been done from the perspectives of legislations and policies. </jats:sec	['SDG07']
10.1016/j.seta.2017.10.005	Thermal analysis of parabolic trough collector operating with mono and hybrid nanofluids		['SDG07']
10.1016/j.energy.2017.11.071	Modeling urban building energy use: A review of modeling approaches and procedures		['SDG07']
10.21315/jcdc2017.22.2.3	Biogas dome construction using pneumatics		['SDG07']
10.1016/j.rser.2018.02.008	Refining energy sources in winemaking industry by using solar energy as alternatives for fossil fuels: A review and perspective		['SDG07']
10.1007/s10668-018-0195-y	Pollutant versus non-pollutant generation technologies: a CML-analogous analysis	[Abstract]: In this work, we apply the Modern Portfolio Theory and the Capital Assets  Pricing Model financial tools to a portfolio of CO2-emitting generation technologies under  diverse scenarios. We will calculate the efficient—in the sense of having the minimum risk  for a given level of emissions—portfolios frontier. The Capital Market Line (CML) is the  place where all the possible combinations of a specific efficient portfolio and a pollutionfree portfolio—made up with nuclear and renewable generation technologies—lie. In  Finance, that specific efficient portfolio is called the market portfolio but we will see that  in our case it lacks an evident meaning. Therefore, we will explain which should be the  reference portfolio for power generation planning analysis. Anyway, the fact is that those  combinations are less pollutant than the portfolios in the efficient frontier. Thus, a policymaker can analyse which is their effect on emissions reduction. We will start analysing  the efficient pollutant generation portfolios. Then, we will introduce the CML-analogous  lines (CML-A) to allow the possibility of reducing emissions by combining an efficient  portfolio with a non-pollutant portfolio—this non-pollutant portfolio is free of both  emissions and risk. Results support the necessity of considering the carbon capture and  storage technol- ogy to achieve a less risky generation mix, with less emissions and  allowing a higher diver- sification due to the presence of cleaner fossil fuel technologies.  All of that leads to better levels of energy security	['SDG07']
10.1088/1757-899x/377/1/012136	A brief overview of solar and wind energy in Libya: Current trends and the future development		['SDG07']
10.1002/fuce.201800027	Continuous Bioelectricity Generation from Phenol-Contaminated Water by Mediator-Less Microbial Fuel Cells: A Comparative Study between Air-Cathode and Bio-Cathode Systems		['SDG07']
10.3390/w10081023	Inequality in access to drinkingwater and subsidies between low and high income households in Mexico City		['SDG07']
10.1002/aocs.12104	Plant RuBisCo: An Underutilized Protein for Food Applications		['SDG07']
10.1016/j.enpol.2009.06.031	Quantitative analysis of sustainable energy strategies in China		['SDG07']
10.1017/s1751731109990784	Mitigating the greenhouse gas balance of ruminant production systems through carbon sequestration in grasslands		['SDG07']
10.1109/biosciencesworld.2010.20	Renewable energy in the European Union: An econometric approach to trends and effects		['SDG07']
10.1080/10440046.2010.484704	Improving energy efficiency and GHG mitigation potentials in Canadian organic farming systems		['SDG07']
10.1117/12.854591	Investigating dye-sensitised solar cells	SPIE Photonics Europe: Photonics for Solar Energy Systems III, 12th- 16th April, Brussels, 2010.At present there is a global concern of environmental issues and future energy supplies, for instance global warming and the rapid depletion of fossil fuels.  This trepidation has initiated a more critical investigation into alternative and renewable sources of power such as geothermal, biomass, hydropower, wind and solar energy.  The immense dependence on electrical power in today’s society has prompted the manufacturing of devices such as photovoltaic (PV) cells to help alleviate and replace current electrical demands of the power grid.  The most popular and commercially available PV cells are silicon solar cells which have to date the greatest efficiencies for PV cells.  The drawback however is that the manufacturing of these cells is complex and costly due to the expense and difficulty of  producing and processing pure silicon.  One relatively inexpensive alternative to silicon PV cells that we are currently studying are dye-sensitised solar cells (DSSCs or Grätzel Cells).  DSSCs are biomimetic solar cells which are based on the process of photosynthesis.  The SFI Strategic Research Centre for Solar Energy Conversion is a research cluster based in Ireland formed with the express intention of bringing together industry and academia to produce renewable energy solutions.  Our specific research area is in DSSC and their opto-electrical properties.  We are currently developing testing equipment for multiple DSSC and optoelectronic models which will describe the performance and behaviour of DSSCs.Science Foundation IrelandConference detailshttp://spie.org/x12290.xm	['SDG07']
10.1007/s10661-009-1028-0	Gaseous and particulate emissions from thermal power plants operating on different technologies		['SDG07']
10.1016/j.renene.2010.04.016	Biowaste energy potential in Kenya	Energy affects all aspects of national development. Hence the current global energy crisis demands greater attention to new initiatives on alternative energy sources that are renewable, economically feasible and sustainable. The agriculture-dependent developing countries in Africa can mitigate the energy crisis through innovative use of the available but underutilised biowaste such as organic residues from maize, barley, cotton, tea and sugarcane. Biogas technology is assumed to have the capacity to economically and sustainably convert these vast amounts of biowaste into renewable energy, thereby replacing the unsustainable fossil energy sources, and reducing dependency on fossil fuels. However, the total energy potential of biogas production from crop residues available in Kenya has never been evaluated and quantified. To this end, we selected five different types of residues (maize, barley, cotton, tea and sugarcane) from Kenya and evaluated their energy potential through biomethane potential analysis at 30 °C and a test time of 30 days. The specific methane yields for maize, barley, cotton, tea and sugarcane residues obtained under batch conditions were respectively 363, 271, 365, 67 and 177 m3 per tonne volatile solids. In terms of energy potential, maize, cotton and barley residues were found to be better substrates for methane production than tea and sugarcane residues and could be considered as potential substrates or supplements for methane production without compromising food security in the country. The evaluated residues have a combined national annual maximum potential of about 1313 million cubic meters of methane which represent about 3916 Gigawatt hour (GWh) of electricity and 5887 GWh of thermal energy. The combined electrical potential is equivalent to 73% of the country’s annual power production of 5307 GWh. Utilization of the residues that are readily available on a ‘free on site’ basis for energy production could substitute the fossil fuels that account for a third of the country’s total electricity generation. Besides, exploitation of the potential presented by the biowaste residues can spur an energy revolution in the country resulting in a major economic impact in the region	['SDG07']
10.1016/j.jclepro.2010.02.001	A novel approach of preparing press-powders for cleaner production of ceramic tiles		['SDG07']
10.1109/istas.2010.5514618	Green IT awareness and practices: Results from a field study on mobile phone related e-waste in Bangladesh		['SDG07']
10.1016/j.enpol.2010.08.015	External governance and the EU policy for sustainable biofuels, the case of Mozambique		['SDG07']
10.1146/annurev-environ-042509-143035	Competing dimensions of energy security: An international perspective	How well are industrialized nations doing in terms of their energy security? Without a standardized set of metrics, it is difficult to determine the extent to which countries are properly responding to the emerging energy security challenges related to climate change: a growing dependency on fossil fuels, population growth, and economic development. In response, this article first surveys the academic literature on energy security and concludes that it is composed of availability, affordability, efficiency, and environmental stewardship. It then analyzes the relative energy security performance, based on these four dimensions, of the United States and 21 other member countries of the Organisation for Economic Co-operation and Development (OECD) from 1970 to 2007. Four countries are examined in greater detail: one of the strongest (Denmark), one of the most improved in terms of energy security (Japan), one with weak and stagnant energy security (United States), and one with deteriorating energy security (Spain). The article concludes by offering implications for public policy. </jats:p	['SDG07']
10.1016/j.biotechadv.2010.10.001	Renewable and sustainable bioenergies production from palm oil mill effluent (POME): Win-win strategies toward better environmental protection		['SDG07']
10.1016/j.rser.2010.11.017	Promotion of renewable energies in Algeria: Strategies and perspectives		['SDG07']
10.1007/s10584-010-9984-5	Systematic under and overestimation of GHG reductions in renewable biomass systems		['SDG07']
10.1016/j.energy.2010.11.035	Integrated energy strategy for the sustainable development of China		['SDG07']
10.1115/1.4003291	The AQUASOL system: Solar collector field efficiency and solar-only mode performance	Water scarcity is a global problem that will be of capital importance during the first half of this century, when seawater desalination will often be the only way to achieve sustainable development. Despite significant energy efficiency improvements during recent years, seawater desalination is still an intensive energy consumer; therefore, in the current instability of oil prices and environmental requirements, the sustainability of this technological solution inevitably passes through continued improvement of energy efficiency of the physical processes involved, as well as the use of renewable energy resources such as solar energy. In 2006, the “Enhanced Zero Discharge Seawater Desalination Using Hybrid Solar Technology” Project (AQUASOL) concluded with the erection of a complete solar desalination facility at the Plataforma Solar de Almeria (Spain) for the main purpose of developing an improved-cost, energy-efficient multi-effect distillation (MED) solar desalination technology. The system was designed to make the following three desalination operating modes feasible: (a) solar-only: the energy to the first distillation effect comes exclusively from thermal energy from the solar collector field, (b) fossil-only: a double-effect absorption heat pump powered by gas supplies all of the heat required by the distillation plant, and (c) hybrid: the energy comes from both the heat pump and the solar field. In this paper, solar-only mode system performance is presented and discussed. Optimum working conditions achieved in the solar-only mode were in the range of 64–67°C of MED first cell inlet temperature, which implies specific thermal energy consumption from around 58 kW hth/m3 to 62 kW hth/m3 and a performance ratio of 11.1–10.4, respectively.</jats:p	['SDG07']
10.1002/jctb.2537	Thermo-alkaline pretreatment of lipid-extracted microalgal biomass residues enhances hydrogen production		['SDG07']
10.1016/s0140-6736(11)60626-0	Burning issues: Tackling indoor air pollution		['SDG07']
10.1109/appeec.2011.5748443	Heat transfer performances of molten salt in spirally grooved solar receiver tube		['SDG07']
10.1007/s10668-011-9282-z	Environmental and health impacts from the introduction of improved wood stoves: Evidence from a field experiment in Guatemala		['SDG07']
10.1109/icetce.2011.5774534	Developing country experience with industrial symbiosis: A case study of The Beijiang Power plant complex in Tianjin, China		['SDG07']
10.1109/icmree.2011.5930587	Features of satellite altimetric gravity anomaly and its geology significance in Grenada area		['SDG07']
10.1007/s10460-009-9235-4	The legitimacy of biofuel certification		['SDG07']
10.1016/j.eneco.2011.06.001	The political economy of energy regulation in OECD countries		['SDG07']
10.4028/www.scientific.net/amr.361-363.959	Research on the energy consumption structure based on low carbon economy in China	As the biggest developing country in the world, with sustainable and fast development of economy, the fossil energy consumption and carbon emission increases so quickly that the problem of energy security and carbon emission is more and more prominent In China. Therefore, building the sustainable energy supply system and energy consumption mode is the important guarantee for constructing harmonious society. This paper analyses the status of the gross energy consumption and its structure change in China, and then researches the problems of the energy consumption structure. In the end, the paper puts forward the specific countermeasures on optimizing the energy consumption structure, such as striving to develop new energy, improving the using of energy efficiency, promoting the development of low-carbon economy and so on.</jats:p	['SDG07']
10.1016/j.rser.2011.07.045	Clean and sustainable energy policies in Turkey		['SDG07']
10.1016/j.rser.2011.08.040	Analysis of olive grove residual biomass potential for electric and thermal energy generation in Andalusia (Spain)		['SDG07']
10.1016/j.renene.2011.08.050	Effects of operation conditions on pyrolysis characteristics of agricultural residues		['SDG07']
10.1080/13511610.2011.563940	Multi-level governance, technological intervention, and globalization: The example of biogenetic fuels		['SDG07']
10.1016/j.apenergy.2012.01.011	Modeling the transition towards a sustainable energy production in developing nations		['SDG07']
10.1002/cssc.201100661	Towards artificial leaves for solar hydrogen and fuels from carbon dioxide		['SDG07']
10.1002/ajhb.22260	Laboratory and field methods for measuring human energy expenditure		['SDG07']
10.1088/1757-899x/29/1/012012	Sustainable electricity generation by solar pv/diesel hybrid system without storage for off grids areas		['SDG07']
10.1109/tla.2012.6187599	MicroGrid operation and design optimization with synthetic wins and solar resources		['SDG07']
10.4028/www.scientific.net/amr.524-527.3692	The experience of the low-carbon economic development in the developed countries	Global warming is attracting more and more countries and regions to be concerned about the environmental problems. On the whole, the developed countries have started earlier in the field of developing low-carbon economy, and their experience is worth researching and referring for the developing countries. At present, china’s low-carbon economy is in its infancy, and the experience of the developed countries in developing low-carbon economy will provide us with some helpful enlightenment.</jats:p	['SDG07']
10.1080/15567036.2012.674084	Problems and solutions related to hydroelectric power plants constructed on the buyuk menderes and the west mediterranean basin		['SDG07']
10.3969/j.issn.1002-6819.2012.10.036	Assessment of ecological environment benefit for household biogas in areas of returning farmland to forest		['SDG07']
10.1108/14720701211267865	In search of viable business models for development: Sustainable energy in developing countries		['SDG07']
10.1109/appeec.2010.5448353	Low-carbon off-grid electrification for rural areas: Lessons from the developing world		['SDG07']
10.1515/bap-2012-0022	Multi-level Corporate Responsibility and the mining sector: Learning from the Canadian experience in Latin America	The primary research question animating this article revolves around understanding how multinational mining corporations (MMCs) are responding to the twin pressures of globalization and localization to develop Corporate Responsibility (CR) approaches that apply at a global level and to their subsidiaries in various different jurisdictions, with particular attention being paid to the role of home, host and international factors in shaping the CR approaches of MMCs. The focus of attention is on the experience of Canadian MMCs in Latin America, using as an illustration the particular CR response of one Canadian MMC at its subsidiary Guatemalan mining operation. Research suggests that home country factors play an important role in shaping corporate CR approaches in a manner which take into account the circumstances extant at subsidiary operations in developing countries, as do transnational advocacy networks and global normative instruments.</jats:p	['SDG07']
10.1016/j.enpol.2012.12.063	Sugar beet for bioethanol production: An approach based on environmental agricultural outputs		['SDG07']
10.1016/j.rser.2013.02.040	Rural electrification in China: A policy and institutional analysis		['SDG07']
10.1016/j.rser.2013.02.047	Wind energy resource development in Ethiopia as an alternative energy future beyond the dominant hydropower	Over the centuries, energy has been supplied by wood, coal, oil and natural gas, as well as by uranium. All these energy sources are limited and create pollution problems. This has led countries to focus on a sustainable and cleaner energy sources. Wind energy is rapidly emerging as one of the most cost-effective forms of renewable energy with very significant increases in annual installed capacity around the world. In this paper, authors have tried to review the current state of wind power utilization in Ethiopia. First, a brief overview is given on the Ethiopian electric power sector in order to gain insight into the main energy sources of the country and installed electric power capacities. Wind energy potential and current energy policy in Ethiopia were discussed respectively in the subsequent sections. Finally, short reviews of the ongoing and planned wind energy together with other renewable energy projects are given. Ethiopia, a country that relies on hydroelectric plants for the bulk of its power, is now developing significant wind energy capacities. Lack of reliable wind data covering the entire country has been one of the reasons for limited application of wind energy in Ethiopia, but recently studies have shown that Ethiopia has substantial potential to generate electricity from wind, geothermal and hydropower. Considering the substantial wind resource in the country, the government has committed itself to generate power from wind plants by constructing eight wind farms with total capacities of 1116 MW together with a number of hydropower plants over the five year Growth and Transformation Plan (GTP) period from 2011 to 2015. This development of wind power is a part of the current energy sector policy of the country that aims at a five-fold increase in renewable energy production by the end of 2015	['SDG07']
10.1016/j.jenvman.2013.03.012	Reclamation of used urban waters for irrigation purposes - A review of treatment technologies		['SDG07']
10.1080/00140139.2012.718372	Ergonomics in the development and implementation of organisational strategy for sustainability		['SDG07']
10.1088/1748-9326/8/1/015019	Methods for the quantification of GHG emissions at the landscape level for developing countries in smallholder contexts	Landscape scale quantification enables farmers to pool resources and expertise. However, the problem remains of how to quantify these gains. This article considers current greenhouse gas (GHG) quantification methods that can be used in a landscape scale analysis in terms of relevance to areas dominated by smallholders in developing countries. In landscape scale carbon accounting frameworks, measurements are an essential element. Sampling strategies need careful design to account for all pools/fluxes and to ensure judicious use of resources. Models can be used to scale-up measurements and fill data gaps. In recent years a number of accessible models and calculators have been developed which can be used at the landscape scale in developing country areas. Some are based on the Intergovernmental Panel on Climate Change (IPCC) method and others on dynamic ecosystem models. They have been developed for a range of different purposes and therefore vary in terms of accuracy and usability. Landscape scale assessments of GHGs require a combination of ground sampling, use of data from census, remote sensing (RS) or other sources and modelling. Fitting of all of these aspects together needs to be performed carefully to minimize uncertainties and maximize the use of scarce resources. This is especially true in heterogeneous landscapes dominated by smallholders in developing countries.</p	['SDG07']
10.1002/cssc.201200670	Photocatalytic CO<inf>2</inf> reduction using non-itanium metal oxides and sulfides	[EN] Titanium dioxide (TiO2) is by far the most widely used photocatalyst both for the degradation of pollutants and in the field of renewable energies for the production of solar fuels. However, TiO2 has strong limitations in CO2 reduction, particularly under visible light irradiation. The flat-band potential of electrons in the conduction band of TiO2 is lower than that required for CO2 reduction and, therefore, it seems appropriate to develop and validate materials other than TiO2. In addition, the photoresponse of TiO2 requires photons of wavelengths in the UV range shorter than 380 nm and strategies to implement a visible-light photoresponse on TiO2 by doping have not been completely satisfactory particularly because of problems in reproducibility and stability of the materials. For these reasons, we focus in this Review on semiconductors other than TiO2 that show photocatalytic activity in CO2 reduction. Attention has been paid to the irradiation conditions to put the productivity data into context. The role of co-catalyst and heterojunctions to increase the efficiency of charge separation is also discussed. Our aim is to describe the state of the art in the field of photocatalytic CO2 reduction using materials other than TiO 2, trying to trigger further research in this area.Financial support by the Spanish Ministry of Economy and Competitiveness (Consolider Multicat and CTQ2012-32315) is gratefully acknowledged. S.N. is also thankful to Universidad Politecnica de Valencia for being awarded an associate professorship under the program Cantera.Navalón Oltra, S.; Dhakshinamoorthy, A.; Alvaro Rodríguez, MM.; García Gómez, H. (2013). Photocatalytic CO2 reduction using non-titanium metal oxides and sulfides. ChemSusChem. 6(4):562-577. https://doi.org/10.1002/cssc.2012006705625776	['SDG07']
10.1016/j.rser.2013.03.066	Indicators for sustainable energy development: A multivariate cointegration and causality analysis from Tunisian road transport sector		['SDG07']
10.1146/annurev-polisci-062011-154926	Climate change politics	Within the past 25 years, climate change has evolved from an issue of interest primarily to some natural scientists into one of the top priorities on the global policy agenda. Research in political science and related fields offers systematic and empirically well-supported explanations for why solving the climate problem has turned out to be more difficult than originally anticipated. After reviewing this research, I focus on four areas in which we know less: (a) institutional design features that may help in mitigating or overcoming fundamental problems in the global cooperative effort; (b) factors that are driving variation in climate policies at national and subnational levels; (c) driving forces of climate policy beyond the state, in particular civil society, the science–policy interface, and public opinion; and (d) sociopolitical consequences of failing to avoid major climatic changes. The article concludes by identifying key questions at the micro, meso, and macro levels that should be addressed by political scientists in the coming years. In view of the fact that governance efforts at the global level are progressing very slowly, greater attention to bottom-up dynamics appears useful, both for analytical reasons (there is lots of variation to be explained) and for normative reasons. </jats:p	['SDG07']
10.1016/j.biombioe.2013.04.015	Development, optimization and scale-up of biodiesel production from crude palm oil and effective use in developing countries		['SDG07']
10.1016/j.eneco.2013.05.010	Household energy mix in Uganda		['SDG07']
10.1016/j.rser.2013.07.008	Geographical and environmental perspectives for the sustainable development of renewable energy in urbanizing China		['SDG07']
10.4018/978-1-61350-344-7.ch004	Renewable energy in italy: Incentives, bureaucratic obstacles and Nimby syndrome	Italy is a country where the energy supply depends largely on imported raw materials (such as oil and natural gas). The favorable geographic location could encourage the development of renewable energy sources; nevertheless, the growth of alternative energy sources is slow. What are the reasons? This question will be dealt in this chapter, considering three different aspects of the issue: the economic incentives for renewable energies, the problematic process of authorization of the facilities and the local communities’ opposition to new plants. Besides the analysis of these issues, the aim of this paper is to identify possible solutions, taking into account the relevant legislative and regulatory changes that, at national and Community level, have affected and are affecting the field of renewable energy.</jats:p	['SDG07']
10.1109/ccdc.2013.6561245	Prediction of lead-acid storage battery's remaining capacity based on LM-BP neural network		['SDG07']
10.1016/j.enpol.2013.07.016	The nexus between carbon emissions, energy consumption and economic growth in Middle East countries: A panel data analysis		['SDG07']
